,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
55,수협은행,헤이(Hey)정기예금,,4.20%,3.55%,"177,660",4.20%,,단리,6개월,2023-10-30,"개인금융부(수신), 1588-1515 개인금융부(여신), 1588-1515",없음,실명의 개인,온라인,"* 만기후 1년 이내
 - 만기당시 일반정기예금(월이자지급식 기준) 계약기간별 기본금리 1/2
* 만기후 1년 초과
 - 만기당시 보통예금 기본금리","-1인 다계좌 가능.
 단, 합산금액 최대 2억원 이내
-최저 10만원 이상",2,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
56,HB저축은행,스마트정기예금,,4.20%,3.55%,"177,660",4.20%,,단리,6개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",스마트폰가입 전용상품,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
57,HB저축은행,스마트정기예금,,4.20%,3.55%,"179,222",4.20%,,복리,6개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",스마트폰가입 전용상품,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
58,HB저축은행,정기예금,,4.20%,3.55%,"177,660",4.20%,,단리,6개월,2023-11-03,영업 18338889,해당사항없음,제한없음,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",영업점 가입 전용상품,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
59,HB저축은행,정기예금,,4.20%,3.55%,"179,222",4.20%,,복리,6개월,2023-11-03,영업 18338889,해당사항없음,제한없음,영업점,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",영업점 가입 전용상품,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
60,HB저축은행,e-정기예금,,4.20%,3.55%,"179,222",4.20%,,복리,6개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",인터넷가입 전용상품,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
61,HB저축은행,e-정기예금,,4.20%,3.55%,"177,660",4.20%,,단리,6개월,2023-11-03,영업 18338889,해당사항없음,제한없음,온라인,"- 만기 후 1개월 이하: 당초 약정금리와 만기시동일상품 동일계약기간의 고시금리중 낮은 금리 
- 만기 후 1개월 초과: 보통예금 금리",인터넷가입 전용상품,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
62,엠에스상호저축은행,정기예금,,4.20%,3.55%,"179,222",4.20%,,복리,6개월,2023-11-01,"기획회계팀,053-742-4411",없음,제한없음,영업점,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
63,엠에스상호저축은행,정기예금,,4.20%,3.55%,"177,660",4.20%,,단리,6개월,2023-11-01,"기획회계팀,053-742-4411",없음,제한없음,영업점,"- 1개월내 : 당초 약정금리와 당초 약정기간에 해당하는 현행금리 중 낮은 금리
- 1개월이후 : 보통예금이자율",해당없음,4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
64,더블저축은행,"정기예금(인터넷뱅킹,스마트뱅킹)",,4.15%,3.51%,"175,545",4.15%,,단리,6개월,2023-11-03,"영업6팀, 0622207236",-,제한없음,온라인,"*만기경과 1개월이내 : 
- 해당 약정기간 정기예금 현행이율
*만기경과 1개월이후 : 보통예금 이율",예금자보호한도외 기타사항 없음,5,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
65,더블저축은행,"정기예금(인터넷뱅킹,스마트뱅킹)",,4.15%,3.51%,"177,070",4.15%,,복리,6개월,2023-11-03,"영업6팀, 0622207236",-,제한없음,온라인,"*만기경과 1개월이내 : 
- 해당 약정기간 정기예금 현행이율
*만기경과 1개월이후 : 보통예금 이율",예금자보호한도외 기타사항 없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
66,한국투자저축은행,비대면 정기예금,,4.15%,3.51%,"175,545",4.15%,,단리,6개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
67,한국투자저축은행,비대면 정기예금,,4.15%,3.51%,"177,070",4.15%,,복리,6개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
68,한국투자저축은행,인터넷정기예금,,4.15%,3.51%,"175,545",4.15%,,단리,6개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
69,한국투자저축은행,인터넷정기예금,,4.15%,3.51%,"177,070",4.15%,,복리,6개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306","- 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.",제한없음,온라인,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",- 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다.,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
70,한국투자저축은행,정기예금,,4.15%,3.51%,"175,545",4.15%,,단리,6개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306",- 없음,제한없음,영업점,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,1,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
71,한국투자저축은행,정기예금,,4.15%,3.51%,"177,070",4.15%,,복리,6개월,2023-10-30,"예금/대출 문의 1577-6333, 공시부서(영업지원팀)031-788-0306",- 없음,제한없음,영업점,"- 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.2%",없음,1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
72,제이티친애저축은행,정기예금,,4.15%,3.51%,"177,070",4.15%,,복리,6개월,2023-11-10,"경영기획부, 15990060",없음,제한없음,영업점,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
73,제이티친애저축은행,정기예금,,4.15%,3.51%,"175,545",4.15%,,단리,6개월,2023-11-10,"경영기획부, 15990060",없음,제한없음,영업점,"-1개월 이내 해지시 : 약정이율 적용
-1개월 초과 이후 해지시 : 보통예금 금리 적용",없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
74,오케이저축은행,OK e-정기예금,,4.11%,3.48%,"175,348",4.11%,,복리,6개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,온라인,"만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율
만기 후 1개월 초과: 연0.1%",-,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
75,오케이저축은행,OK e-정기예금,,4.11%,3.48%,"173,855",4.11%,,단리,6개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,온라인,"만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율
만기 후 1개월 초과: 연0.1%",-,3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
76,오케이저축은행,OK정기예금,,4.11%,3.48%,"175,348",4.11%,,복리,6개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,영업점,"만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",-,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
77,오케이저축은행,OK정기예금,,4.11%,3.48%,"173,855",4.11%,,단리,6개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,영업점,"만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",-,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
78,금화저축은행,비대면-정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-09,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
79,금화저축은행,비대면-정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-09,"경영지원팀,032-452-6043",-,비대면 어플사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",스마트폰으로 비대면어플 사용자만 신규가능,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
80,금화저축은행,e-정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-09,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
81,금화저축은행,e-정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-09,"경영지원팀,032-452-6043",-,인터넷 및 모바일뱅킹 사용자,온라인,"- 만기 후 1개월 이내 : 약정금리
- 만기 후 1개월 초과 : 보통예금 이율",없음,1,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
82,아산저축은행,정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-10,영업부0415379000,없음,제한없음,영업점,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
83,아산저축은행,정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-10,영업부0415379000,없음,제한없음,영업점,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
84,아산저축은행,e-정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-10,영업부0415379000,없음,제한없음,온라인,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,3,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
85,아산저축은행,e-정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-10,영업부0415379000,없음,제한없음,온라인,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
86,청주저축은행,E-정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-06,"(총무팀,043-256-9114)",없음,제한없음,온라인,"계약기간 1년미만 : 1%
계약기간 1년이상 : 1개월까지 현행예치기간 이율
이후 1%",제한없음,4,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
87,청주저축은행,E-정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-06,"(총무팀,043-256-9114)",없음,제한없음,온라인,"계약기간 1년미만 : 1%
계약기간 1년이상 : 1개월까지 현행예치기간 이율
이후 1%",제한없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
88,흥국저축은행,비대면 정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
89,흥국저축은행,비대면 정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
90,흥국저축은행,정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
91,흥국저축은행,정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
92,흥국저축은행,E-정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
93,흥국저축은행,E-정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
94,흥국저축은행,S-정기예금,,4.10%,3.47%,"174,918",4.10%,,복리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
95,흥국저축은행,S-정기예금,,4.10%,3.47%,"173,430",4.10%,,단리,6개월,2023-11-09,"(경영지원팀, 051-925-2100)",없음,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
96,농협은행주식회사,NH올원e예금,,4.05%,3.43%,"171,315",4.05%,,단리,6개월,2023-11-10,"마케팅지원부, 02-2080-7799(여신), 7776(수신)","12개월 가입 시, 특별우대금리 0.1%p",개인,온라인,"만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",1. 10만원 이상 10억원 이내 가입,1,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
97,에스앤티저축은행,정기예금,,4.02%,3.40%,"170,045",4.02%,,단리,6개월,2023-10-06,"경영기획팀, 055-222-8110",없음,제한없음,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 초과 : 0.20% (보통예금 금리적용)","예금자보호법에 의해 원리금 기준 5,000만원까지 보호",3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
98,에스앤티저축은행,정기예금,,4.02%,3.40%,"171,477",4.02%,,복리,6개월,2023-10-06,"경영기획팀, 055-222-8110",없음,제한없음,영업점,"-만기 후 1개월 이내 : 가입당시 약정금리
-만기 후 1개월 초과 : 0.20% (보통예금 금리적용)","예금자보호법에 의해 원리금 기준 5,000만원까지 보호",3,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
