상품명,제목,날짜,본문,댓글
한국투자저축은행 적금, DB저축은행(구.동부저축은행)저도 7프로 적금 가입했어요! ,2023.04.04. 21:48,"[Web발신](광고) DB저축은행 특판 ‘M-With 유 정기적금’ 판매안내DB저축은행을 이용해주시는 고객님께 항상 감사드립니다.2023년 4월 3일(월)부터 M-With 유 정기적금이 최대 7.0% 로 판매됩니다.(우대금리 조건 충족 시)​<가입하기 전에 영업부 직원이름 넣어주면 소정의 사은품 제공한다네요. ㅎㅎ 가입하기 전에 이름을 넣어야해서  전화해보니 콜센터로 넘어가서 본점영업부 직통번호 알려달라고우기니 알려줬어요 ㅋㅋ 02-3705-1605 번이래요 ㅋㅋ>​■ 상품명 : M-With 유 정기적금■ 가입대상 : 만 19세 이상 실명의 개인(내국인)■ 가입금액 : 1만원 이상 ~ 50만원 이하■ 가입기간 : 12개월■ 가입방법 : DB저축은행 앱 (스마트폰가입 전용상품)■ 이자지급시기 : 만기(후) 또는 중도해지 요청 시 이자를 지급■ 금리 : 적용금리 = 기본금리(4.5%) + 우대금리(2.5%)■ 우대금리요건 (1개 달성 시마다 각각 0.5%씩 우대적용. 5개 중 2개만 되도 우대금리 각각 적용됨)① 당행 모바일 앱을 통한 예적금 첫 거래 고객(+0.5%)② 만 19세 이상 만 39세 이하 고객(+0.5%)③ 적금 계약기간 중 6개월 이상 당행 모바일앱을 통해 월 2회 이상 입출금거래 발생 고객(+0.5%)④ 당행의 상품서비스 안내 및 마케팅 전체 동의 고객(+0.5%)⑤ DB금융계열사 고객(+0.5%)(DB금융계열사는 DB저축은행 기존고객을 제외하고 DB손해보험, DB생명보험, DB금융투자 3개 회사로 한정하며, 우대여부는 적금 만기일을 기준으로 2개월 전 말일 계열사 정상거래 유지 여부에 따라 판단)​​​​​",['감사합니다!!']
한국투자저축은행 적금, 한국투자저축은행 현재 상황 ,2022.10.21. 15:17,금일 오후 2시 30분에SB톡톡플러스로 1년 정기예금 계좌개설신청하고가상계좌로 돈 입금까지 완료.​45분이 지난 지금..아무런 계좌개설 완료 문자를 못 받음.슬슬 불안해지기 시작.( 내 돈 !!! ㅠㅠㅠ)​한국투자저축은행은 전화를 해도... 전화번호 남기라는 메시지만 나오고... 연락은 안되는 상황....​참고하세요.​이게 무슨 난리에요 ㅠㅠ​​​가상계좌 입금 후 1시간 15분 후 잘 처리가 되었습니다.댓글로 신경 써주셔서 감사드립니다^^,"['이체하신 은행에서 한국투자 전용계좌 이체시 본인이름 뜨셨고 확인하고 완료하셨으면, 문제 없을 꺼예요. 한국투자가 저축은행 상위권 은행인데가 이율이 높으니 엇그제 다른 은행보다도 더 몰려서 처리속도가 많이 지연 되는거 같네요. 걱정 마셔요']"
한국투자저축은행 적금, 정기예금 복리 6.5% 한국투자저축은행 지금도가입가능합니다. ,2022.10.22. 12:45,"한국투자저축은행 정기예금 검색하시면자료 많이 있습니다.​아직한국투자저축은행 홈페이지와 SB톡톡플러스에서 상품검색되고 있으니,​​어제 서버 폭주로 못하신분  참고바랍니다.",['오늘은금방가입되더라구요']
한국투자저축은행 적금, 한국투자저축은행 괜찮나요?   ,2022.10.23. 23:02,요즘 제일 금리가 높은 것 같던데 .. 예금3년 해보려는데 괜찮을까요?? ​아- !! 그리고 그곳에 예금넣는것도 이전에 다른은행통장만든 20일 기준이 넘어야할까요?? 저번주에 하나만들었어서 기다려야할지 그냥진행해도될지 궁금하네요 예금적금은 20일 상관없다고 들은것 같기도해서요 ​,['전어제 아주소액으로 회전정기예금 들었어요.20일걸려서 SB톡톡앱깔고 했는데  첨이라 엄청버벅되면서 들었는데.아까 카페글보니 예금이율 끝났다는 글본것같아요.검색해보시고 하세요']
한국투자저축은행 적금," DB저축은행 파킹통장, 계좌이체 질문입니다. ",2023.10.11. 17:17,"​DB저축은행M-Dreambig 적금통장을 개설하였습니다.​타 은행에서 -> DB저축은행으로 이체하려고 하는데,은행사 두곳 다 <DB저축은행>이라는 표기가 보이질 않네요.혹시 다른 기관명으로 되어 있는걸까요?​SB저축은행, 케이뱅크 등은 보이는데 말이죠.혹시 DB금융투자 = DB저축은행을 의미하는 걸까요?아시는분 답변 꼭 부탁드립니다!",['상호저축은행 으로 이체하시면 되요']
한국투자저축은행 적금, 한국투자저축은행 정기예금 도와주세요 ,2022.10.24. 22:25,2시간 전에 복리로 가입했어요저축은행은 처음인데.. 신규가입할때 n원으로 설정을했는데 해당 금액으로 매 달 이체를 해야하는건가요? ㅠㅠ계산을 잘못하여 너무 적은 금액으로 설정했는데 어쩌죠.​추가로 이체하려했더니 오류가 계속 뜨는데 아시는 분 계신가요? ㅠㅠ 도와주세요,['예금은 정해진 금액을 일시금으르 정한기간까지 맡기는거예요. 다달이 돈을 넣지 않아요. 1백만원 12개월 하셨으면 처음 1백만원 넣고 그냥 12개월동안 기다리는거예요.\n추가입금은 할수 없고요. \n지금것은 놔두고 새로 개설하심 되세요. (해지하고 전체금액 다시 예금하셔도 되는데 앱이 버벅대고 있으니 저라면 새로 1개 더 개설할것 같아요.']
한국투자저축은행 적금, 작년 사이다뱅크6프로 복리 예금 내일만기 ,2023.10.30. 11:33,내일만기인데 오늘 고센 전화해서 물어보니 약정금리(처음 가입했을때 금리) 6프로 한달까지 만기후 이자준다 하네요 자동해지하면 안되구 직접 해지 옵션 설정 바꾸면 되요 ​예가람도 그렇고 저축은행은 왠만해서 만기 한달 정도는 기존이자 주나봐요 ​바보같이 한국투자저축은행 6.2퍼 예금은 칼만기해버렸는데 약간 후회되네요 ㅠㅠ ​참고하세요 ~,['은행마다 틀려요ㅡ ^^ 사이다는 금리 올라가면 중긴에 더 올려서 이자 더 챙겨주는 상품도 있어요.']
한국투자저축은행 적금, 한국투자저축은행 팩스번호 아시는분 계시나요 ,2022.10.23. 00:06,한국투자저축은행 장기미접속으로 거래중지상태여서이곳 금리가 높아 예금가입하려면 장기미접속해지를 위해 서류를 보내려는데 팩스번호 아시는분 계시나요?,['입출금 사용안하고 전용계좌로 만들수도 없나요?']
안국저축은행 적금, 안국저축은행 ,2023.02.14. 15:52,안녕하세요~ 적금 고민중인 초보입니다.다른게아니라안국저축은행 5.1라 적금 들까 고민인데처음보는 저축은행이라 공시정보 봐도 잘모르겠고안전할지 고민이네요.안국저축은행 괜찮을까요?5000만원 한도내에선 괜찮겠죠? 새마을금고는 집근처는 이율도 크지않아서새마을금고는 비대면 가입이 어렵더라고요.그래서저축은행 알아보는중입니다. 그리고답변 미리감사드리겠습니다. ^^,[]
안국저축은행 적금, 저축은행 적금질문드립니다 :) ,2023.10.03. 10:55,제가 7개월정도 뒤 모은돈들을 다 써야해서 저축을할때 6개월 5개월 이렇게 예금들을 만들까하다가 저축은행 적금을 보니 상품마다다르긴한데 계약금액 1만원이상 이렇게되어있더라구요​저축은행 적금을 초반에 2500만원넣고 매달 4-500만원씩 넣을수있을까요~?​넣으려고하는상품은 아래 사진 안국 E-정기적금입니더​,['님이 하시고자하는건 자유적금 이네요. 이건 정기적금이라 처음에 한번정한 회차납입액이 만기까지 가는거예요. 지금 목돈이 있다면.. 원하는 기간의 예금이 제일 나올꺼예요']
안국저축은행 적금, 사회초년생 정기적금 추천해주세요 ,2021.11.13. 13:11,"사회초년생이고 처음으로 적금 넣으려고 합니다.딱 1년만 125만원씩 넣어보자라는 목표를 잡았는데,어떤걸 해야할지 모르겠더라고요.​기존에는 계속 파킹통장에 넣어두었고, 이번에 토스통장을 개설하여 다른 통장개설은 어렵습니다.​현재 있는 통장은 농협, 카뱅, 상상인, 토스입니다.​잘 모르지만 고금리 상품의 경우 금액 한도가 정해져 있어 많이는 넣지 못하더라고요.​제 생각은 농협(직장인(?)) 상상인(세전 2.2 %) 둘중하나에 100만원 넣고 나머지 금액은 특가상품 나올때 20-30만원씩 따로 넣는게 어떨까라는 생각을 했는데​선배님들의 도움을 받고 싶습니다!​돈을 잘 못모으는 성격이라 일단은 모아보자라는 목표로 계획중입니다!",['안국저축은행2.4%웰컴 6% /조건이 있고요첫거래 적금도 있으니선택 하심됩니다^^6개월 적금으로 하시고모아서 특판정기예금어떠실가요?^^화이팅입니다❤']
오투저축은행 적금, 전국 저축은행 건전성 살펴보니… 대원·대아·조흥 ‘경고등’ ,2022.10.21. 07:00,"전국 저축은행 건전성 살펴보니… 대원·대아·조흥 ‘경고등’



 





허지윤 기자입력 2022.10.20 10:51“저축은행은 처음 가입하는 데 괜찮을까요?” 최근 저축은행과 새마을금고, 농협, 수협, 신협 등 상호금융업계(2금융권)가 내놓는 고금리 예·적금 및 특판 상품에 목돈을 넣어두려다, 과거 ‘저축은행 사태’를 떠올리며 가입을 망설이는 사람들이 늘고 있다.‘혹시나’ 하는 불안감에 고민이 된다면, 저축은행의 경영 지표를 통해 좀 더 튼튼한 곳과 아닌 곳을 선별해 예금자보호 한도인 5000만원 이내로 분산해 예치·불입하는 것도 방법이다. 예금자보호법에 따라 원금과 이자를 합쳐 5000만원 이하 예금은 어떠한 경우에도 전액 보호된다.



한 저축은행 창구 전경. /다올금융그룹 제공20일 은행권 정기예금 최고 금리는 4.95%(DGB함께예금), 저축은행권에서 정기예금 최고 금리는 5.95%(동원제일저축은행 회전정기예금)다. 시중은행에 수신 금리 역전을 당한 2금융권이 최근 다시 금리를 올리며 반격에 나섰다. 금리 인상기에 조금이라도 더 이자를 받고 싶은 소비자들은 2금융권 고금리 상품들도 선택지에 올려두고 있다.하지만 이와 동시에 국내 부동산 시장 경기가 급격히 가라앉으면서 부동산 프로젝트파이낸싱(PF) 비중이 큰 저축은행, 새마을금고 등 2금융권의 경영 건전성과 재무 구조가 악화할 수 있다는 우려 역시 커진 상황이다.과거 8%대 고금리 후순위채를 발행했던 저축은행들은 2011~2012년 줄줄이 영업이 정지되면서 1만여명의 투자자가 2000억원이 넘는 돈을 잃었었다. 요즘 투자자들 사이에서는 이때의 악몽을 떠올리면서 과거 저축은행 사태가 재현될까 걱정하는 분위기가 형성됐다.다만, 금융권에서는 과거 저축은행 사태 이후 관련 규제가 강화됐기 때문에 과거와 같은 부실 위기가 촉발될 가능성은 적다는 시각도 있다.◇ 불안하다면, 경영 지표 따져보고 5000만원 이내로 분산 투자저축은행의 고금리 상품에 돈을 맡기려는 소비자들은 저축은행 인터넷 홈페이지나 금융감독원 공시를 통해 총자산과 부채, 자기자본, BIS 비율 등 건전성 지표를 살펴볼 필요가 있다.일반적으로 자본적정성을 나타내는 BIS 비율은 8%를 기준으로 이보다 높을수록 안전하다고 평가된다. 연체 기간이 3개월 이상인 고정이하여신액이 여신(대출)총액에서 차지하는 비중을 뜻하는 ‘고정이하여신비율’은 8% 아래로 낮을수록 안전하다고 평가된다.



그래픽=손민균총자산 규모 기준 상위 10위권 저축은행을 비교해보면, 3월 말 기준 BIS 비율이 가장 낮은 곳은 ▲애큐온저축은행(10.17%)이었고, 가장 높은 곳은 ▲SBI저축은행(14.36%)로 나타났다.10곳 중 고정이하여신비율이 가장 낮은 곳은 ▲다올저축은행(1.94%)이고, 가장 높은 곳은 ▲OK저축은행(7.57%)이다. 연체율은 1~4%대로, SBI저축은행의 연체율이 가장 낮았다.전국 79개 저축은행의 경영 정보를 비교해보면, 3월 말 공시 기준 고정이하여신비율 ‘경고등’이 켜진 곳은 ▲대원(40.23%) ▲대아(28.62%) ▲조흥(18.82%) ▲에스앤티(10.48%) 등 4곳이다.BIS 비율이 규제비율보다는 높아 안전한 수준이지만 다른 저축은행보다 상대적으로 낮은 곳은 ▲엠에스(9.71%) ▲CK(9.88%) 등이다. BIS 규제비율은 자산 1조원 이상은 8%, 자산 1조원 미만은 7%로 삼는다.



그래픽=손민균3월 말 기준 고정이하여신비율이 0%대인 저축은행은 ▲삼정 ▲CK ▲동원제일 ▲유안타 ▲DB 등 5곳으로 집계됐다. 고정이하여신비율 1%대 저축은행은 ▲오투 ▲KB ▲NH ▲BNK ▲하나 ▲더블 ▲흥국 ▲남양 ▲키움예스 ▲DH ▲다올 ▲신한 등 12곳이다.BIS비율이 가장 높은 곳은 ▲부림 ▲스타 ▲에스앤티 등 3곳으로 BIS비율이 30%대다. 그다음 ▲평택 ▲유안타 ▲푸른 ▲한성 ▲오성 ▲삼호 ▲드림 ▲우리금융 저축은행이 BIS비율이 20%대로 집계됐다.금융감독원에 따르면, 올해 6월말 기준 영업 중인 79개 저축은행의 총여신 연체율은 2.6%로 작년 말(2.5%)보다 0.1%포인트(p) 증가한 것으로 나타났다.79곳의 평균 BIS 비율은 12.88%로, 전년말(13.31%)보다 0.43%p 하락했으나, 규제비율(자산 1조원 이상 8%, 자산 1조원 미만 7%)보다는 높은 수준이다. 고정이하여신비율은 3.3%로, 작년 말보다 0.1%p 내렸다. 다만 이 지표는 잠정치로, 향후 저축은행별 결산 과정 등에서 바뀔 수 있다.



그래픽=손민균◇ 부동산 경기 위축… “PF대출 위기 도화선 될까 우려”저축은행권이 유동성을 확보하기 위해 금리를 올리는 출혈 경쟁을 하는 데다, ‘부동산 PF’ 부실화 위험도 잠재해 있는 것은 사실이다.프로젝트 파이낸싱(PF)은 부동산 개발사업 등 사업(프로젝트)에서 발생하는 현금 흐름, 사업성을 담보로 자금을 조달하는 방식이다. 부동산 PF는 만기가 짧고 담보 가치도 상대적으로 낮아 수익성이 높은 만큼 부실화 위험이 큰 특성이 있다.한국은행에 따르면 은행·보험·여전·저축은행·증권 등 전체 금융권의 PF대출 잔액은 지난 6월 말 기준 112조2000억원으로, 비(非)은행권의 PF대출 비중이 약 75%(83조9000억원)에 달한다.2011년 PF대출 부실 사태 이후 은행권은 PF대출을 크게 늘리지 않은 반면, 비은행권은 사업다각화를 위해 PF대출을 확대했다. 부동산 가격 상승과 투기 수요 증가로 주택 공급 부족 문제가 부각되면서 공급 물량이 늘어난 영향도 있다.새마을금고 부동산 PF잔액은 올해 3월말 기준으로 38조4000억원으로 보험사 다음으로 큰 규모다. 신협, 농협 등까지 포함할 경우 부동산 PF 규모는 금융업권 중 가장 많다.새마을금고는 비주택 부동산 대출 및 PF 부실화 위험이 커지자 대출 기준을 강화한 것으로 알려졌다. 새마을금고 부동산PF 연체율 6.3% 수준으로 여타 여신 대비 높은 것으로 평가된다. 금융권에선 저축은행 사태 이후 규제가 강화했기 때문에 저축은행보다 캐피털 업권의 리스크가 더 크다는 진단도 있다.



2012년 5월 금융당국의 영업 정지 조치로 셔터를 내린 채 문이 굳게 닫혀 있는 서울의 한 저축은행 지점 앞에 예금자들이 모여 있다. /조선일보DB위지원 한국신용평가 금융·구조화평가본부 실장은 “여전사(여신전문금융사)의 경우 전체 기업대출 중 부동산 관련 대출 비중이 70%를 웃돌고, 작년 말 상호금융, 여전, 저축은행의 기업대출 중 부동산 관련 대출 비중이 50%에 달했다”면서 “올해 3월말 기준으로 은행을 제외한 여전, 저축은행, 보험의 PF대출 연체율이 증가했는데, 이런 추세가 장기화할 경우 2023년 이후의 대응이 어려울 가능성도 있다”고 말했다.서영수 키움증권 금융 총괄 애널리스트는 “상대적으로 자체 유동성 위험이 더 큰 A등급 캐피털과 비은행계 캐피털의 PF만기 리스크도 크다”고 지적했다. 만기가 도래하면서 부실 사업장의 위험이 드러날 수 있다는 의미다.서 총괄은 “부동산 시장 거품(버블)이 주택 공급 확대를 초래하고 그만큼 부동산 PF 시장도 급성장해 이번 부동산 시장 침체기에 가장 먼저 수면 위로 부상하는 금융은 부동산 PF가 될 수밖에 없다”고 경고했다.한편, 금융감독원은 저축은행의 PF대출을 비롯해 제2금융권을 중심으로 손실 흡수능력 제고 및 유동성 확보 등 대응 방안을 재점검하기로 했다. 지난 7월 금감원이 발표한 저축은행 PF대출 사업장 1174곳을 점검한 결과에서 실제 공사가 중단된 PF대출 사업장은 24곳이었다. 또 공정률과 분양률 등이 저조한 ‘요주의 사업장’에 대한 대출 규모는 2조2000억원으로 분석됐다.앞서 이복현 금감원장은 저축은행업계와의 간담회에서 “PF사업장의 공사 중단‧지연 가능성에 대비해 현장실사 등 점검주기를 단축하고 공정률, 분양률 등을 반영한 사업성 평가를 철저히 해 달라”고 주문한 바 있다.​






 



​",['요즘 계속 저축은행 금리상승으로 인해 예금을 갈아타고 있는데 건전성을 살펴보면서 옥석을 가려서 가입해야겠네요.']
