상품명,제목,날짜,본문,댓글
스마트저축은행 예금, 2022.11.22 기준 정기예금 이율 높은 은행입니다. ,2022.11.22. 09:34,"1. OK저축은행 OK e-플러스정기예금(12개월)약정이율 연 5.9%, 복리: 6.06%​2.상상인저축은행회전정기예금(E-복리) (24개월~60개월)약정이율 연 6.1%, 복리: 6.27%​3. 다올저축은행Fi리볼빙 정기예금(복리) (12개월~36개월)약정이율 연 5.9%, 복리: 6.06%​4. 스마트저축은행복리정기예금(스마트뱅킹) (12개월~14개월)약정이율 연 5.9%, 복리: 6.06%​제가 거래하는 저축은행 중 이 4곳만 6%가 넘네요!",['복리6%대 이상이니 꽤 높네요.👍']
스마트저축은행 예금, 스마트저축은행 믿을만한가요? ,2021.08.16. 10:08,주식빼고 4억 정도 종잣돈이 생겨서 안정적으로 좀 거치해두고싶은데 스마트저축은행이 금리가 젤 높더라구요. (세전 2.5%) 근데 제2금융권이고 생소한 은행이라 걱정이 많네요...현재는 산업은행 예금상품(0.5%)에 전액 넣어둔 상태입니다. 0.5%라 사실 방향잃은 자금이라고 봐야겠네요ㅜ예금자 보호법상 같은은행에서 각각 다른상품으로 5천씩 여러개 가입해도 보호받는 금액은 한 은행에서 5천만원이 최대인가요? 아니면 상품별인가요??혹시 다른 좋은 금융상품있으면 추천환영합니다ㅜ,[]
스마트저축은행 예금, 중도해지 가능한 예금 상품 있는 은행 질문드립니다. ,2022.10.16. 12:33,"중도해지 가능한 예금 상품 있는 은행 질문드립니다. 예금금리가 계속 오르는 추세라서 중도 해지 가능한 예금을 알아보고 있습니다. 저는 인터넷 뱅킹이나 스마트뱅킹은 못해서  영업점에서 가입가능한 은행을 찾고 잇습니다.제가  알아본 곳은 우리금융저축은행의 ""더마니드림정기예금""-3.5%다올저축은행 ""fi 자유해지 정기예금""-3.2%페퍼저축은행 "" 중도해지free 예금""-예치 기간별 2.1%-3.5%하나저축은행""내마음대로중도해지정기예금""-예치 기간별 2.3%-3.6% 4곳 인데요 이곳들말고 다른 은행들의 상품이 더있는지 알고 싶습니다.",['대구은행 6개월 4% \n12개월 4.3% 중도인출 가능하고 나머지 금액은~~ 그대로 유지된다고 해서 예금들었습니다~~전국 대구은행하는데 지금도 진행중인지는 알아보셔야 될듯합니다']
스마트저축은행 예금, sbi저축은행 예금 토요일에는 중도해지 못하나요? ,2022.12.31. 08:40,고민끝에 오늘이라도 중도해지(이율 2.95%)하려구요   예금자 보호이상으로 들어있고  내년에 건보료 상승 기준에도 영행줘서 해지하고 파킹에 두거나  내후년에 만기되게 예치하려구요....sbi스마트뱅킹이 안되서 인터넷 뱅킹으로 해지시도 한번 해보려구요,"['새마을금고나 저축은행,주말, 휴일 해지 않되는걸로 알고 있어요']"
스마트저축은행 예금, 하나저축은행 금리인상안내 (10/20부터) ,2022.10.18. 23:05,"[하나저축은행]금리 인상 안내[Web발신](광고)하나저축은행 금리 인상 안내​10월20일(목)부터 아래와 같이 금리가 인상되어 안내드립니다.​★금리인상일: 2022.10.20.(목)★[★하이(High)하나 보통예금(최대 연 3.80%,세전)]▷ 상품특징: 자유롭게 입출금 할 수 있는 개인 손님 전용 보통예금▷ 가입대상: 개인 및 개인사업자(1인 1계좌)▷ 가입기간: 제한없음▷ 가입금액: 제한없음▷ 이자지급: 매월 세번째 금요일, 원천징수 후 원금가산 지급▷ 기본금리: 연 2.80%▷ 우대금리: 최대 연 1.0%(조건 1,2,3 충족시)조건1. 개인(신용)정보 수집이용 제공동의 및 안내수단 동의 0.3%조건2. 계좌의 매월말 잔액 구간별 차등 적용: 0.2%~ 0.6%조건3. 종이통장 없는 계좌 이용 시(ESG우대)  0.1%※우대금리는 최대 5,000만원 까지만 적용하며, 초과금액은 기본금리 적용▷가입경로: 영업점, 인터넷뱅킹, 스마트뱅킹, 모바일WEB(제휴연계)​[★내맘대로 중도해지 정기예금(연 4.20%(세전))]▷ 상품특징: 중도해지시에도 예치기간별 이율을 지급하는 정기예금 상품▷ 가입대상: 개인 및 개인사업자▷ 가입기간: 24개월(월단위)▷ 이자지급: 만기일시지급(복리식) 또는 중도해지 요청 시▷ 가입금액: 10만원 이상▷ 기본금리: 4.20%▷ 중도해지금리: 예치기간별 중도해지금리 적용   - 1개월 미만~24개월 미만: 4.20%▷가입경로: 영업점, 인터넷뱅킹, 스마트뱅킹, 모바일WEB(제휴연계)​[★세바퀴 정기예금(연 6.10%(세전))]▷ 상품특징: 회전주기(매1년) 마다 계약기간 이내에서 이자율이 변동하는 상품▷ 가입대상: 제한없음▷ 가입기간: 36개월(월단위)▷ 이자지급: 단리식, 복리식(매회전 주기마다 지급)▷ 가입금액: 10만원 이상▷ 기본금리: 5.90%▷ 우대금리: 최대 연 0.2%   조건1. 세바퀴 정기예금 가입시  0.1%   조건2. 인터넷뱅킹, 모바일APP, 모바일WEB 가입시  0.1%▷ 중도해지금리: 예치기간별 중도해지금리 적용   1개월 미만: 보통예금 금리   1개월 이상~12개월 미만: 약정금리x(경과월수/계약월수)x차등율 60%▷가입경로: 영업점, 인터넷뱅킹, 스마트뱅킹, 모바일WEB(제휴연계)​☏고객센터:1899-1122(평일 9:00~18:00)☏무료수신거부: 080-230-2400준법감시인 심의필 제2022-0279호(2022.10.18 ~ 2023.10.17.)",['감사합니다']
스마트저축은행 예금, 스마트저축은행 2.67% ,2021.09.29. 11:14,20일 통장개설에 걸려서정기예금전용계좌로 가입했습니다.,['좋운 정보 감서해요']
스마트저축은행 예금, 스마트 저축은행 2.67에 예금가입했네요~ ,2021.10.07. 21:54,전용계좌로 입출금계좌없이 가입했네요~,['응원합니다~^^']
스마트저축은행 예금, SBI회전정기예금 2.3%(인터넷/스마트뱅킹으로 가입시 2.4%)★ ,2021.08.24. 19:37,"[Web발신](광고)SBI저축은행 잠실지점​★SBI회전정기예금 2.3%(인터넷/스마트뱅킹으로 가입시 2.4%)★​▷회전정기예금 상품내용◁​①가입시점이율:12개월 정기예금 고시이율2.2%+최대0.2% (1년주기 변동금리, 2021.08.24기준, 연, 세전)​②금리우대혜택-창구 가입 시 : 매 회전기간 시작일에 12개월 정기예금 고시이율 + 0.1%P 우대적용-비대면 가입 시 : 매 회전기간 시작일에 12개월 정기예금 고시이율 + 0.2%P 우대적용​③가입기간 : 36개월(1년주기회전 변동금리)​④가입대상 : 개인,개인사업자,법인​⑤중도해지안심 : 12개월 이후 중도해지하셔도 약정금리적용​⑥회전복리정기예금 가입시 12개월마다 이자지급 가능​★납입금액 : 10만원이상~제한없음​★이자지급방식 : 월지급식(단리),만기일시지급식(복리)​★중도해지이율-1개월미만:해지일자 보통예금 이율-1개월이상~12개월미만:가입당시 가입 당시 기본이율X50%(우대이율 미적용)-12개월이상:회전주기별 적용이율과 동일​★만기후이자율-만기후1개월이내:약정이율과 만기일자 기본이율 중 낮은 이율 적용-만기후1개월초과:만기일자 보통예금 이율​★ 유의사항-계약 체결 전 상품설명서 및 약관을 확인하시기 바랍니다.-해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며, 설명을 이해한 후 거래하시기 바랍니다.-이자의 지급제한 사유 : 계좌에 법적지급제한 , 압류 , 가압류 , 질권설정 등이 등록되거나 입출금정지,지급정지 등 사고신고가 등록된 경우에는 관련기준에 따라 잔액의 출금 , 입금 및 해지 , 이자지급이 제한됩니다.-이자의 지급 방법 : 원금에 가산 or 특정계좌로 이체​☞ 이 예금은 예금자보호법에 따라 예금보험공사가 보호하되, 보호 한도는 본 상호저축은행에 있는귀하의 모든 예금보호 대상 금융상품의 원금과 소정의 이자를 합하여 1인당 ""최고 5천만원"" 이며,5천만원을 초과하는 나머지 금액은 보호하지 않습니다.​☞위치:지하철 2호선 잠실새내역 7번 출구에서 연결된 리센츠 상가 5층[문의전화]02-2135-6510[무료수신거부]080-832-4120[SBI저축은행 준법감시인 심의필]제 2021-524(2021.05.25.)",['문자받은 그대로 올린거라서요.가능하지 않을까요?스마트뱅킹 전엔 저도 타행 인터넷상으로 펀드까지 가입했었거든요.']
스마트저축은행 예금, sb플러스 톡톡 유진저축은행 ,2021.02.18. 13:26,"sb 플러스 톡톡에서 유진저축은행 M스마트 적금  2.9 짜리가 있어서 ​가입을 했더니, 가상계좌에 최초 1회 적금 금액을 넣어야 계좌개설이 되는 것 같더라구요.​근데 이런식으로 적금/예금 가입을 했던 경우가 없어서​도움받고자 글을 찾아보려니 m스마트 적금 뿐만이 아니라 유진저축은행에 대한 글이 아예 없더라구요.​혹시 유진저축은행 적금 있으신 분 계신가요?​가상 계좌에 최초 1회 금액 넣어야 계좌개설 되는 것이 맞는지요...",['네~우선 첫회만 가상계좌로 넣고 2회차부터는기존의 입출금 계좌에서 자동이체 설정하시면 되요~']
스마트저축은행 예금, 현재 1개월 만기로 가장 높은 금리 적용되는 게 한국투자저축은행 4.75%인가요? 아니면 다른 상품이 있나요? ,2022.11.25. 02:23,"이 상품 여기서 검색해 보니 가입하신 분들 많네요. ​이거 1개월만 채우면 4.75% 준다는 건가요? ​<한국투자저축은행비대면 KEY뱅크) ​정기예금 1개월 복리 4.75% 짜리 ​예시) 1,000만원 1달(=30일) 이자​* 하루이자 : (10,000,000원 X 0.0475 X 0.846) / 365 = 1100.9원​* 30일이자 : 33,028원 ​이렇게 받는 게 맞는 건가요? ​현재 20일 감옥이라서 아무 것도 못하고 있네요. 12월 5일인가? 20일 풀리는 날인데 스마트폰 만지작거리며 이거저거 가입하다가 망했네요. ​



 

























​",['sb톡톡에서 가입되나요?상품명이 뭔가요?']
스마트저축은행 예금, 저는 내년 9월3일부로 SBI저축은행과 결별합니다. ,2021.12.20. 15:13,사이다뱅크!?기존 SBI저축은행의 SBI스마트뱅킹 APP 이용 고객도 별도로 가입하고 계좌개설 해야 한다는...?무슨 이런 시스템이 있나요?정말 이해가 안가는 시스템 이네요. ㅠㅠ​2022년9월3일 정기예금 만기되면 SBI저축은행과 결별합니다.,['2금융권의 한계일까요? 만기금은 잘 찾으시길 바랍니다~']
스마트저축은행 예금, 상상뱅크 전국구 예금 현재 최고이율  ,2021.08.16. 13:45,"오늘 전국구 다 클릭해봣네요 ㅋㅋ서울(동대문 동작구 서대문구) 인천 (미추홀구) 대구 제주 (몇지역더잇는데 일단 간추려서~) 2.04%+0.3우대이율=2.342.04프로를 넘는곳이 없네요 ㅠㅠ 저축은행으로 옮겨가야 하나봐요 ㅠㅠ현시점기준 스마트저축은행이 복리로 2.52 던데..스마트저축은행 괜찮을까요?!!ㅠㅠ 의견좀...ㅠㅠ



 














​​",['신협온뱅크로 신목신협에서 가입하면 유니온정기예금 12개월~23개월기간으로 가입시 별도 조건없이 연 2.75%입니다.']
스마트저축은행 예금," 인천저축은행 단기 5.7퍼 , 6퍼 ",2022.10.21. 12:27,3개월 5.7퍼4개월 5.7퍼5개월 5.7퍼6개월 6퍼​​혹시 6개월미만 필요한분들 계실지 몰라서....요​​인천저축은행은 오래전부터 가입했던곳인데전통적으로 (?) 금리가 높은편은 아닌곳이었던기억이..​현재도 창구가입과 인터넷 스마트 가입의 금리차이가 꽤 큽니다..,['8개월정도 묶어두려고 하는데 20일걸려서ㅠㅠ']
다올저축은행 예금," 다올저축은행 예금해지후., ",2022.10.28. 18:54,다올저축은행 예금해지후 입출금계좌로 입금되었는데 다른곳으로 이체하려니  otp 6자리 입력후 이쳬는 안되고 공동인증서로 넘어가는데 타기관공동인증서도 발급받아야 하나요??넘 복잡해서 ㅠㅠ,['와 오늘여기서 돈뺀다고 하루종일걸렸어요ㅠ']
다올저축은행 예금, 다올저축은행 정기예금 복리 ,2023.10.20. 11:57,"내년만기인데, 갑자기 문자가와서 날짜를 잘못 입력했었나놀라서 보니 내년 맞는데, 이런 예금은 처음들어봤어서..자동해지되거나 금리가 낮아지거나 하지 않겠죠?그냥 냅뒀다가 만기일 찾으면 되는건지..다른글들도 보구있는데, 자유해지정기예금이 아니라헷갈리네요^^;;",['언제 가입하셨어요? 저는 작년에 가입한 거 오늘 4.3%로.떨어져서 이자만 입금됐고 원금 해지했어요.']
