,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,이자지급,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
22,광주은행,365파킹통장,,0.02,,,0.035,,,1000만원초과~10000만원이하,"지난 이자지급일(또는 최초 예금일)부터 다음 이자지급일 전일까지의 기간을 이자 계산 기간으로 하고, 이자계산기간의 매 일자별 최종잔액에 대해 금액 구간별 적용 금리를 적용한 일별 이자를 합산하여 매주 토요일에 세금 공제 후 지급",,,,"이 예금 가입일 직전(가입일 제외) 6개월 동안 당행 입출금이 자유로운 예금 계좌 보유 이력 및 거래 이력(해지 포함, 신규취소 제외)이 없는 만 17세 이상 실명의 개인인 내국인(1인 1계좌)",온라인,,"• 이 상품은 금융사고 방지를 위해 ‘금융거래 한도 제한계좌’로 개설되며, 최근 20영업일 이내 금융기관에서 입출금 계좌 개설 기록이 있는 경우 계좌 개설이 불가할 수 있습니다.
• 이 예금의 금리는 변경될 수 있으며, 금리 변경 시 변경되는 날부터 변경된 금리를 적용합니다.
• 이 상품을 가입(계약)하시는 경우 금융소비자보호법 제19조 제1항에 따라 상품에 대한 중요한 사항을 설명 받으실 수 있습니다.
• 이 예금은 공동명의 가입 불가합니다.
• 이 예금은 실물 통장이 발급되지 않습니다.
• 이 안내는 관련 법령 및 광주은행 내부통제기준에 따른 관련 절차를 거쳐 제공됩니다.
• 이 설명서는「금융소비자 보호에 관한 법률」등 관련 법령 및 광주은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 전에 제공되는 자료로서 상담일 이후 가입금액, 계약기간 등 변경에 의해 일부 내용이 달라질 수 있습니다.
• 이 금융상품을 가입(계약)하시기 전에 ‘상품설명서’ 및 ‘약관’을 반드시 읽어 보시기 바랍니다.
• 이 예금은 광주은행 상품개발실에서 개발한 금융상품입니다. 본 상품에 대한 궁금하신 사항은 영업점, 고객센터(1588-3388, 1600-4000) 또는 인터넷홈페이지(www.kjbank.com)를 통해 문의 주시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
23,광주은행,365파킹통장,,0.0001,,,0.035,,,10000만원초과,"지난 이자지급일(또는 최초 예금일)부터 다음 이자지급일 전일까지의 기간을 이자 계산 기간으로 하고, 이자계산기간의 매 일자별 최종잔액에 대해 금액 구간별 적용 금리를 적용한 일별 이자를 합산하여 매주 토요일에 세금 공제 후 지급",,,,"이 예금 가입일 직전(가입일 제외) 6개월 동안 당행 입출금이 자유로운 예금 계좌 보유 이력 및 거래 이력(해지 포함, 신규취소 제외)이 없는 만 17세 이상 실명의 개인인 내국인(1인 1계좌)",온라인,,"• 이 상품은 금융사고 방지를 위해 ‘금융거래 한도 제한계좌’로 개설되며, 최근 20영업일 이내 금융기관에서 입출금 계좌 개설 기록이 있는 경우 계좌 개설이 불가할 수 있습니다.
• 이 예금의 금리는 변경될 수 있으며, 금리 변경 시 변경되는 날부터 변경된 금리를 적용합니다.
• 이 상품을 가입(계약)하시는 경우 금융소비자보호법 제19조 제1항에 따라 상품에 대한 중요한 사항을 설명 받으실 수 있습니다.
• 이 예금은 공동명의 가입 불가합니다.
• 이 예금은 실물 통장이 발급되지 않습니다.
• 이 안내는 관련 법령 및 광주은행 내부통제기준에 따른 관련 절차를 거쳐 제공됩니다.
• 이 설명서는「금융소비자 보호에 관한 법률」등 관련 법령 및 광주은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 전에 제공되는 자료로서 상담일 이후 가입금액, 계약기간 등 변경에 의해 일부 내용이 달라질 수 있습니다.
• 이 금융상품을 가입(계약)하시기 전에 ‘상품설명서’ 및 ‘약관’을 반드시 읽어 보시기 바랍니다.
• 이 예금은 광주은행 상품개발실에서 개발한 금융상품입니다. 본 상품에 대한 궁금하신 사항은 영업점, 고객센터(1588-3388, 1600-4000) 또는 인터넷홈페이지(www.kjbank.com)를 통해 문의 주시기 바랍니다.",1,,우대사항없음,,,,,,,,,,,,,,,,,,,,
24,KB저축은행,kiwi팡팡통장,,0.03,,,0.035,,,10000만원이하,"매월 말일(휴일 포함)을 결산기준일로 하여 익일(매월 1일) 또는 고객이 직접 이자지급을 요청한 날 원금에 가산
최초 예금일 또는 전 결산기준일 익일부터 다음 결산기준일 또는 지급일 전일까지의 기간을 이자계산 기간으로 매일의 최종잔액에 대하여 고시된 이율로 계산하여 적용",,,,만 19세 이상 개인 (1인 1계좌)),온라인,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조 제1항, 동 법 시행령 제14조 제1항, 제3항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 본 설명서는 법령 및 내부통제기준에 따른 절차를 거쳐서 제공됩니다.
• 본 상품 가입 후 모바일/인터넷뱅킹을 통해 예·적금 상품의 가입이 가능합니다.
• 본 상품의 해지는 자동이체 등 이체성 거래가 모두 해제되고, 본 상품의 실명확인을 근거로 개설된 상품이 모두 해지 된 경우에 한하여 해지가 가능합니다.
• 본 상품에 대한 문의사항 또는 민원 상담이 필요하시면 영업점, 고객센터(1899-0900) 또는 인터넷 홈페이지(www.kbsavings.com), 금융감독원 민원상담센터(국번없이 1332) 또는 e-금융민원센터(www.fcsc.kr)를 통해 문의해주시기 바랍니다. 영업점 등을 통해 저축은행에 접수된 민원은 특별한 사정이 없는 한 14 영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내 받으실 수 있습니다.
또한, 금융소비자는 본 상품에 대하여 당 저축은행과 분쟁이 있는 경우에는 금융소비자보호법 제 36 조 제 1 항에따라 금융감독원(국번없이 1332)에 분쟁조정을 신청할 수 있습니다.",4,," 
* 마케팅동의 : 0.2% [kiwi멤버십 또는 마케팅 수신 동의(문자 및 앱푸시 모두 동의), 신규가입 첫 달의 경우 무실적으로 우대금리 미적용 (단, 전월 말일 기준 kiwi멤버십 또는 마케팅 수신 기 가입자는 해당 우대금리 적용)]
* 자동이체 : 0.1% [자동이체 2건 이상 출금 거래 등록, 신규가입 첫 달의 경우 무실적으로 우대금리 미적용 (단, 전월 말일 기준 kiwi멤버십 또는 마케팅 수신 기 가입자는 해당 우대금리 적용)]
* 해당은행 : 0.2% [kiwi앱을 이용하여 당행 또는 타행 계좌에 월1회 이상 이체, 신규가입 첫 달의 경우 무실적으로 우대금리 미적용 (단, 전월 말일 기준 kiwi멤버십 또는 마케팅 수신 기 가입자는 해당 우대금리 적용)]

",,0.2%,0.1%,,,,,,0.2%,,,,,,,,,,,
25,KB저축은행,kiwi팡팡통장,,0.013,,,0.035,,,10000만원초과,"매월 말일(휴일 포함)을 결산기준일로 하여 익일(매월 1일) 또는 고객이 직접 이자지급을 요청한 날 원금에 가산
최초 예금일 또는 전 결산기준일 익일부터 다음 결산기준일 또는 지급일 전일까지의 기간을 이자계산 기간으로 매일의 최종잔액에 대하여 고시된 이율로 계산하여 적용",,,,만 19세 이상 개인 (1인 1계좌)),온라인,,"• 이 설명서는 「금융소비자 보호에 관한 법률」 제19조 제1항, 동 법 시행령 제14조 제1항, 제3항에 따라 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
• 본 설명서는 법령 및 내부통제기준에 따른 절차를 거쳐서 제공됩니다.
• 본 상품 가입 후 모바일/인터넷뱅킹을 통해 예·적금 상품의 가입이 가능합니다.
• 본 상품의 해지는 자동이체 등 이체성 거래가 모두 해제되고, 본 상품의 실명확인을 근거로 개설된 상품이 모두 해지 된 경우에 한하여 해지가 가능합니다.
• 본 상품에 대한 문의사항 또는 민원 상담이 필요하시면 영업점, 고객센터(1899-0900) 또는 인터넷 홈페이지(www.kbsavings.com), 금융감독원 민원상담센터(국번없이 1332) 또는 e-금융민원센터(www.fcsc.kr)를 통해 문의해주시기 바랍니다. 영업점 등을 통해 저축은행에 접수된 민원은 특별한 사정이 없는 한 14 영업일 이내에 처리함을 원칙으로 하되, 기한 연장시 이에 대해 안내드리도록 하겠습니다. 또한 요청이 있는 경우 민원처리진행상황을 안내 받으실 수 있습니다.
또한, 금융소비자는 본 상품에 대하여 당 저축은행과 분쟁이 있는 경우에는 금융소비자보호법 제 36 조 제 1 항에따라 금융감독원(국번없이 1332)에 분쟁조정을 신청할 수 있습니다.",4,," 
* 마케팅동의 : 0.2% [kiwi멤버십 또는 마케팅 수신 동의(문자 및 앱푸시 모두 동의), 신규가입 첫 달의 경우 무실적으로 우대금리 미적용 (단, 전월 말일 기준 kiwi멤버십 또는 마케팅 수신 기 가입자는 해당 우대금리 적용)]
* 자동이체 : 0.1% [자동이체 2건 이상 출금 거래 등록, 신규가입 첫 달의 경우 무실적으로 우대금리 미적용 (단, 전월 말일 기준 kiwi멤버십 또는 마케팅 수신 기 가입자는 해당 우대금리 적용)]
* 해당은행 : 0.2% [kiwi앱을 이용하여 당행 또는 타행 계좌에 월1회 이상 이체, 신규가입 첫 달의 경우 무실적으로 우대금리 미적용 (단, 전월 말일 기준 kiwi멤버십 또는 마케팅 수신 기 가입자는 해당 우대금리 적용)]

",,0.2%,0.1%,,,,,,0.2%,,,,,,,,,,,
26,SC제일은행,내월급통장,,0.01,,,0.035,,,제한없음,"매월 첫 영업일(예금 신규시는 예금신규일)부터 매월 말일 (단, 말일이 금융휴무일 또는 법정공휴일인 경우에는 연속되는 휴일의 마지막 날)까지 일별로 이자계산하여 합산된 이자금액을 매월 첫 영업일에 원금에 더함",,,"첫거래, 급여연동, 공과금연동, 카드사용, 은행앱사용",개인 및 개인사업자 (1인 1계좌에 한함),상관없음,,"▪ 이 설명서는 「금융소비자 보호에 관한 법률」 및 은행의 내부통제기준에 따른 절차를 거쳐 금융상품에 관한 중요한 사항을 이해하기 쉽도록 설명하기 위해 설명을 하기 전에 제공되는 자료로서, 상담일 이후 가입금액, 계약기간 등 변경에 의하여 일부 내용이 달라질 수 있습니다.
▪ 이 금융상품을 가입(계약)하시기 전에 금융상품 설명서 및 약관을 반드시 읽어보시기 바랍니다.
▪ 이 금융상품을 가입(계약)하시는 경우 ‘금융소비자보호에 관한 법률’ 제 19조 제1항에 따라 상품에 관한 중요한 사항을 설명 받으실 수 있습니다.
▪ 이 상품은 SC제일은행 수신상품부에서 개발 및 관리하는 상품입니다. 본 상품에 대한 문의사항 또는 민원상담이 필요하시면 영업점, 고객컨택센터(1588-1599) 또는 인터넷 홈페이지(www.standardchartered.co.kr)를 통해 문의주시기 바랍니다. 또한 본 상품에 대하여 당 은행과 분쟁이 있는 경우에는 금융소비자보호법에 따라 금융감독원 민원상담 센터(국번없이1332) 또는 e-금융민원센터(https://www.fcsc.kr)에 분쟁조정을 신청할 수 있습니다.",1,,"* 최초거래 : 0.5% [은행계좌 신규 31일 이내 고객, 신규일로부터 1년간 적용]
* 급여이체 : 0.2% [기존거래고객 1원 이상시/은행 첫 거래 고객&급여이체 400만원 미만 : 0.5%/은행 첫 거래 고객&급여이체 400만원 이상 650만원 미만 : 0.7%/은행 첫 거래 고객&급여이체 650만원 이상 : 1.0% (은행 첫 거래 고객: 계좌신규 월은 급여이체 여부에 관계없이 1.0% 우대이율 적용)]
* 해당은행 : 0.1% [원화 정기예금(양도성예금증서, 표지어음 제외), 수익증권, 주택담보대출, 신용대출, 신용카드(BC, SC제일 현대)대상으로 1개 이상 상품 보유시 0.1%, 3개 이상 0.1% 가산 (동일 상품종류의 상품을 여러 개 보유 시, 상품종류 별 1개만 인정)
* 카드실적 : 0.1% [ BC(신용, 체크)카드/SC제일 현대신용카드 월 이용실적 10만원 이상(SC제일 삼성카드 제외/수수료,연회비 제외), 온라인뱅킹 로그인실적이나 해당 상품계좌에서 자동이체 실적건수 1개이상으로 대체 가능]
* 기타 : 0.1% [계좌의 전월 평잔 기준 50만원 이상시, 평잔 100만원 이상시 0.2% 가산, 평잔 300만원 이상시 0.2% 가산]",0.2%,,,0.1%,0.5%,,,,0.1%,,,,,0.1%,,,,,,
27,페퍼저축은행,페퍼스파킹통장 4,,0.035,,,0.035,,,5000만원이하,"매 분기 마지막주 셋째주 토요일을 결산 기준일로 하여 다음날 원금에 가산
결산 기준일 익일부터 결산 기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종 잔액에 대하여 영업점에 게시한 이율로 계산",,,,개인고객(1인 1계좌),온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
28,페퍼저축은행,페퍼스파킹통장 4,,0.01,,,0.035,,,5000만원초과,"매 분기 마지막주 셋째주 토요일을 결산 기준일로 하여 다음날 원금에 가산
결산 기준일 익일부터 결산 기준일까지의 기간을 이자계산 기간으로 하고, 매일 최종 잔액에 대하여 영업점에 게시한 이율로 계산",,,,개인고객(1인 1계좌),온라인,,,5,,우대사항없음,,,,,,,,,,,,,,,,,,,,
29,SBI저축은행,사이다입출금통장,,0.035,,,0.035,,,10000만원이하,매월 이자결산 (매월 1일부터 말일까지 이자계산 후 다음달 1일 입금),,,,개인(주민등록증 또는 운전면허증을 소지한 17세 이상 내국인),온라인,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
30,SBI저축은행,사이다입출금통장,,0.002,,,0.035,,,10000만원초과,매월 이자결산 (매월 1일부터 말일까지 이자계산 후 다음달 1일 입금),,,,개인(주민등록증 또는 운전면허증을 소지한 17세 이상 내국인),온라인,,,2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
31,신한저축은행,참신한파킹통장,,0.035,,,0.035,,,10000만원이하,"예금일로부터 지급일 전날 또는 결산 기준일까지를 기간으로 하여 매일의 잔액을 기준으로 영업점 고시이율을 적용하여 계산한 이자를 결산 익일에 원가함
매월 3일(휴일인 경우 전 영업일)을 결산기준일로 하여 익일에 지급",,,,"￭ 만 19세 이상 개인 (법인,외국인,대리인 불가), 1인 1계좌
￭ 본인명의 휴대폰 및 신분증(주민등록증, 운전면허증)소지고객
￭ 최근 20영업일 이내 당행 포함 입출금통장을 개설한 이력이 없는 고객",온라인,,"1.  이 상품은 비대면 실명확인(신분증 제출, 본인명의 휴대폰, 본인명의 타행계좌인증)을 통해 가입 가능한 상품으로, 가입 후 예.적금거래는 당사 온라인채널(인터넷홈페이지/모바일앱)을 통하여 거래가 가능합니다. 보다 자세한 내용은 고객센터(1644-7777)로 문의 하시기 바랍니다.
2.  수수료 우대 혜택은 당사 수수료정책에 따라 변경될 수 있으며, 세율이 변동되는 경우 거래 해지 수령액이 달라질 수 있습니다.
3.  계좌에 압류, 질권설정 등이 둥록될 경우 원금 및 이자 지급의 제한이 있을 수 있습니다.
4.  양도 및 담보제공은 당사의 승낙을 받은 경우에만 가능합니다.
5.  예금잔액증명서 발급 당일 잔액 변동이 불가합니다.
6.  금융소비자보호법 제19조제1항에 따라 해당 상품에 대해 충분한 사전 설명을 받을 권리가 있으며 설명을 이해한 후 거래하시기 바랍니다.
7.  계약을 체결하기 전 상품설명서 및 예금거래기본약관 등을 반드시 확인하시기 바랍니다.
※  신규 가입일로부터 5영업일이내 이체시 1일/1회 30만원으로 출금거래 제한 및 오픈뱅킹 신청이 제한됩니다.",2,,우대사항없음,,,,,,,,,,,,,,,,,,,,
